1.000000e-02 4.738287e+00
1.797297e-02 3.053417e+00
2.594595e-02 2.349029e+00
3.391892e-02 1.070909e+00
4.189189e-02 5.134980e-01
4.986486e-02 2.756602e-01
5.783784e-02 1.670828e-01
6.581081e-02 1.119144e-01
7.378378e-02 8.151799e-02
8.175676e-02 6.244590e-02
8.972973e-02 5.259732e-02
9.770270e-02 4.593731e-02
1.056757e-01 4.331716e-02
1.136486e-01 4.064593e-02
1.216216e-01 3.948005e-02
1.295946e-01 3.997297e-02
1.375676e-01 4.321871e-02
1.455405e-01 4.668575e-02
1.535135e-01 5.217779e-02
1.614865e-01 5.698160e-02
1.694595e-01 6.206280e-02
1.774324e-01 6.735068e-02
1.854054e-01 7.150127e-02
1.933784e-01 7.586027e-02
2.013514e-01 7.945310e-02
2.093243e-01 8.407896e-02
2.172973e-01 8.784669e-02
2.252703e-01 9.178758e-02
2.332432e-01 9.577070e-02
2.412162e-01 9.848847e-02
2.491892e-01 1.010927e-01
2.571622e-01 1.039042e-01
2.651351e-01 1.072284e-01
2.731081e-01 1.099528e-01
2.810811e-01 1.128451e-01
2.890541e-01 1.154939e-01
2.970270e-01 1.173624e-01
3.050000e-01 1.198552e-01
3.129730e-01 1.223673e-01
3.209459e-01 1.246699e-01
3.289189e-01 1.269012e-01
3.368919e-01 1.287967e-01
3.448649e-01 1.303764e-01
3.528378e-01 1.315172e-01
3.608108e-01 1.337139e-01
3.687838e-01 1.359635e-01
3.767568e-01 1.370292e-01
3.847297e-01 1.380095e-01
3.927027e-01 1.408549e-01
4.006757e-01 1.420534e-01
4.086486e-01 1.435279e-01
4.166216e-01 1.441263e-01
4.245946e-01 1.457637e-01
4.325676e-01 1.463501e-01
4.405405e-01 1.482613e-01
4.485135e-01 1.493208e-01
4.564865e-01 1.504553e-01
4.644595e-01 1.518971e-01
4.724324e-01 1.521399e-01
4.804054e-01 1.527156e-01
4.883784e-01 1.550390e-01
4.963514e-01 1.553862e-01
5.043243e-01 1.567190e-01
5.122973e-01 1.574182e-01
5.202703e-01 1.585999e-01
5.282432e-01 1.591617e-01
5.362162e-01 1.598113e-01
5.441892e-01 1.609396e-01
5.521622e-01 1.618832e-01
5.601351e-01 1.631924e-01
5.681081e-01 1.636696e-01
5.760811e-01 1.644666e-01
5.840541e-01 1.648427e-01
5.920270e-01 1.662960e-01
6.000000e-01 1.677481e-01
