 
 =================================================
      AMS 260 - CFD, 1D Euler FVM Code            
       Written by Prof. Dongwook Lee              
            Winter Quarter, 2015                  
 =================================================
 
 
        Initial condition was written!            
 =================================================
    Steps      Time              dt               
   884      1.65584167       0.00187111
   885      1.65771312       0.00187144
   886      1.65958554       0.00187242
   887      1.66145885       0.00187331
   888      1.66333296       0.00187411
   889      1.66520750       0.00187453
   890      1.66708272       0.00187522
   891      1.66895820       0.00187548
   892      1.67083411       0.00187591
   893      1.67271141       0.00187730
   894      1.67458788       0.00187647
   895      1.67646341       0.00187553
   896      1.67833759       0.00187418
   897      1.68021070       0.00187311
   898      1.68208256       0.00187186
   899      1.68395314       0.00187059
   900      1.68582320       0.00187006
   901      1.68769175       0.00186855
   902      1.68955951       0.00186776
   903      1.69142706       0.00186755
   904      1.69329348       0.00186642
   905      1.69515952       0.00186604
   906      1.69702584       0.00186631
   907      1.69889144       0.00186560
   908      1.70075706       0.00186562
   909      1.70262325       0.00186619
   910      1.70448918       0.00186593
   911      1.70635554       0.00186637
   912      1.70822223       0.00186669
   913      1.71008919       0.00186696
   914      1.71195610       0.00186691
   915      1.71382231       0.00186621
   916      1.71568713       0.00186482
   917      1.71755082       0.00186368
   918      1.71941279       0.00186197
   919      1.72127344       0.00186066
   920      1.72313338       0.00185994
   921      1.72499170       0.00185832
   922      1.72684916       0.00185746
   923      1.72870636       0.00185720
   924      1.73056239       0.00185603
   925      1.73241352       0.00185113
   926      1.73426262       0.00184910
   927      1.73611747       0.00185486
   928      1.73797017       0.00185270
   929      1.73982466       0.00185449
   930      1.74167901       0.00185435
   931      1.74353317       0.00185415
   932      1.74538638       0.00185321
   933      1.74723775       0.00185137
   934      1.74908211       0.00184436
   935      1.75092497       0.00184286
   936      1.75276376       0.00183879
   937      1.75460413       0.00184037
   938      1.75644632       0.00184219
   939      1.75829584       0.00184952
   940      1.76013474       0.00183890
   941      1.76198239       0.00184765
   942      1.76381556       0.00183317
   943      1.76566145       0.00184589
   944      1.76750545       0.00184399
   945      1.76935012       0.00184467
   946      1.77119245       0.00184233
   947      1.77302630       0.00183384
   948      1.77486155       0.00183525
   949      1.77669836       0.00183681
   950      1.77854136       0.00184301
   951      1.78038786       0.00184649
   952      1.78223211       0.00184425
   953      1.78407985       0.00184775
   954      1.78591812       0.00183826
   955      1.78775381       0.00183569
   956      1.78959681       0.00184300
   957      1.79144522       0.00184841
   958      1.79329830       0.00185308
   959      1.79514882       0.00185052
   960      1.79700445       0.00185563
   961      1.79885936       0.00185491
   962      1.80000000       0.00114064
 
  Final output no.           1 has been written
 =================================================
         The final tmax has reached, bye!         
 =================================================
 
