0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.956947162426614373e-03 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.913894324853228746e-03 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.870841487279843118e-03 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
7.827788649706457491e-03 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
9.784735812133071864e-03 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.174168297455968624e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.369863013698630061e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.565557729941291498e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.761252446183952935e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.956947162426614373e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.152641878669275810e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.348336594911937247e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.544031311154598685e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.739726027397260122e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.935420743639921559e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.131115459882582996e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.326810176125244434e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.522504892367905871e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.718199608610567308e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.913894324853228746e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.109589041095890183e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.305283757338551620e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.500978473581213057e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.696673189823874495e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.892367906066535932e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.088062622309197369e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.283757338551858806e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.479452054794520244e-02 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
