25    7.157227e-03   1.844579e-05   1.206255e-05 
50    3.610966e-04   2.807862e-07   1.828298e-07 
100    1.718935e-05   4.301652e-09   2.798035e-09 
200    9.563042e-07   6.692908e-11   4.349130e-11 
400    5.782350e-08   1.042846e-12   6.783402e-13 
