1.000000e-02 1.499013e+00
1.797297e-02 1.877985e-01
2.594595e-02 3.736292e-02
3.391892e-02 1.091071e-02
4.189189e-02 4.211697e-03
4.986486e-02 1.935606e-03
5.783784e-02 1.123789e-03
6.581081e-02 6.677172e-04
7.378378e-02 5.049826e-04
8.175676e-02 4.419251e-04
8.972973e-02 4.247144e-04
9.770270e-02 4.023245e-04
1.056757e-01 4.034158e-04
1.136486e-01 4.130486e-04
1.216216e-01 4.254411e-04
1.295946e-01 4.417820e-04
1.375676e-01 4.518112e-04
1.455405e-01 4.606437e-04
1.535135e-01 4.686567e-04
1.614865e-01 4.763300e-04
1.694595e-01 4.838496e-04
1.774324e-01 4.894648e-04
1.854054e-01 4.959981e-04
1.933784e-01 5.030140e-04
2.013514e-01 5.077415e-04
2.093243e-01 5.130339e-04
2.172973e-01 5.174179e-04
2.252703e-01 5.219432e-04
2.332432e-01 5.250542e-04
2.412162e-01 5.284070e-04
2.491892e-01 5.317237e-04
2.571622e-01 5.345770e-04
2.651351e-01 5.367984e-04
2.731081e-01 5.392790e-04
2.810811e-01 5.412956e-04
2.890541e-01 5.433244e-04
2.970270e-01 5.450960e-04
3.050000e-01 5.467832e-04
3.129730e-01 5.484301e-04
3.209459e-01 5.498238e-04
3.289189e-01 5.510997e-04
3.368919e-01 5.523795e-04
3.448649e-01 5.535632e-04
3.528378e-01 5.546465e-04
3.608108e-01 5.557342e-04
3.687838e-01 5.566648e-04
3.767568e-01 5.575183e-04
3.847297e-01 5.583477e-04
3.927027e-01 5.591480e-04
4.006757e-01 5.599473e-04
4.086486e-01 5.606014e-04
4.166216e-01 5.613491e-04
4.245946e-01 5.618946e-04
4.325676e-01 5.625315e-04
4.405405e-01 5.630539e-04
4.485135e-01 5.636108e-04
4.564865e-01 5.641412e-04
4.644595e-01 5.645913e-04
4.724324e-01 5.650475e-04
4.804054e-01 5.654887e-04
4.883784e-01 5.658953e-04
4.963514e-01 5.663130e-04
5.043243e-01 5.666822e-04
5.122973e-01 5.670293e-04
5.202703e-01 5.673753e-04
5.282432e-01 5.677153e-04
5.362162e-01 5.680219e-04
5.441892e-01 5.683115e-04
5.521622e-01 5.685844e-04
5.601351e-01 5.688665e-04
5.681081e-01 5.691329e-04
5.760811e-01 5.693867e-04
5.840541e-01 5.696286e-04
5.920270e-01 5.698530e-04
6.000000e-01 5.700819e-04
